,text,A005,A008,A012,A009,A003,A002,A007,A004,A010,A001
3928,"""...wie sich Christinnen zu verhalten haben..."" umfasst allerdings mehr als die Kleidung. Auch blöd gelaufen.",0,-1,0,0,-1,0,-1,-1,0,-1
3929,"Es geht aber nicht darum, was Sie gerne hätten, sondern darum, ob Sie wegen der Ansicht eines einzigen Männerrechtler sofort Ihre Prioritäten ändern würden. Genau das scheinen Sie nämlich von Frauen zu verlangen.",0,-1,0,0,-1,0,-1,-1,0,-1
3930,"Laut ihm macht frau das nicht so, sondern wird nach der Karenz immer gekündigt und findet dann ewig lange keinen Job mehr...",0,-1,0,0,-1,0,-1,-1,0,-1
3931,"Ich habe in meinem Leben bisher keine gestandene Frau kennengelernt, die gejammert hat weil sie von der Gesellschaft ja so bös behandelt wird.

Zwei waren dabei, aber beide haben eine ähnliche Karriere hinter sich:
Uni, ein paar Jahre gearbeitet, ""sensibler"" Partner, Kind und am Ende die Trennung.
Danach sind beide entweder unterdrückte Opferchen oder emanzipierte, starke Frauen, je nachdem wer fragt.",2,-1,3,0,-1,0,-1,-1,1,-1
3932,Ich hab ja keinen Vergleich gezogen und schon gar nicht mit der Mc Carthy Ära.,0,-1,0,0,-1,0,-1,-1,0,-1
3933,"das ist aber jetzt eine sehr eigenartige Ansage!
Als wären selbst im Regierungs-Team der Grünen nicht so viele Frauen.
Unverständlich, was Sie da sagen.",0,-1,0,0,-1,0,-1,-1,0,-1
3934,"Was soll eigentlich immer dieses ""abschieben""? Was will man hier schlecht machen? Die alleinerziehenden Männer sind also immer zuhause bei den Kindern?
Ihre Freundin schiebt die Kinder also auch zu Ihnen ab?

Die alleinerziehenden Männer, die ich kenne (und die machen das wirklich super!), gehen alle Vollzeit arbeiten.",0,-1,1,0,-1,0,-1,-1,0,-1
3935,"Dass Frauen Täter sein können passt halt nicht ins rosarote Weltbild, in dem nur Männer Schweine sein können.",2,-1,1,1,-1,0,-1,-1,2,-1
3936,"Als ich das Video...
... das erste mal gesehen habe hat es mich an eine Modeschau erinnert. Frau Glock auf dem Catwalk....",0,-1,2,0,-1,0,-1,-1,0,-1
3937,"Beim Kellner erwirbt man die Erfahrungen, um Aufsichtsrat der AustroControl zu werden?

Auch bei dem Versuch, der Frau neutral gegenüberzustehen, sollte eigentlich jedem klar sein, dass sie die Berufung zur Aufsichtsrätin ausschließlich der Kohle ihres Gatten, des Waffendealers, zu verdanken hat.",1,-1,2,1,-1,0,-1,-1,2,-1
3938,Nomen est omen,0,-1,0,0,-1,0,-1,-1,0,-1
3939,"Ich mache mir ernsthaft Sorgen um Ihre Frau.
Sie bedienen sich nämlich dem alten und sehr beliebtem Trick von Täter-Opfer-Umkehr. Genau wie Ihre Aussagen sind die populär bei manipulativen Menschen.
Sie wollen wirklich implizieren mit Ihren Aussagen, dass nur weil 18 Jahre alt ist irgendwie nicht in einer misshandelnden Partnerschaft landen kann. Oder, dass Opfer in solchen Beziehungen lange bleiben, weil sie manipuliert werden von dem anderen und keine Ahnung mehr haben, wo rechts und links ist. Oder, dass Opfer sich erst nach viel Ruhezeit trauen können, solche traumatischen Erlebnisse der Öffentlichkeit preiszugeben.
Alles, damit das Opfer wie eine Lügnerin dasteht, obwohl das alles komplett plausibel ist. Sie tun mir leid.",0,-1,0,0,-1,0,-1,-1,0,-1
3940,"Da muss ich sie in Schutz nehmen. Außer Hemden bügeln wir beide nichts.

""Wer bügelt ist zu dumm zum Wäsche aufhängen"" Wer auch immer das gesagt hat...",0,-1,0,0,-1,0,-1,-1,0,-1
3941,"Wenn Sie gleich gesund wie Ihre Frau leben würden, würden‘S auch gleich lange leben.
Wenn Ihre Frau nach 1968 geboren sein würde, würde sie ebenfalls erst mit 65 in Pension gehen.

Und lassen‘S mich raten: Ihre Frau war in Karenz und Sie nicht. Das relativiert den Präsenzdienst wieder!

Und nach einer Scheidung würden Sie das Oder-Konto behalten?",1,-1,0,0,-1,0,-1,-1,0,-1
3942,"""Genau das selbe gilt für den Lebensmittelverkauf. ""

Und was wollen diese Frauen verkaufen wenn es nicht vorher produziert und geliefert wurde?",0,0,2,-1,-1,0,-1,-1,0,-1
3943,"""Was mal ganz klar hergehört, ist eine flächendeckende Ganztagsschule und längere Kindergartenzeiten, so kriegen wir die Teilzeitquote bei den Frauen runter, da weniger Betreuungspflichten zu erledigen sind""
Die Forderung unterschreibe ich.
Wie weit die Teilzeitquote dadurch hinuntergehen wird, angesichts der Tatsache dass 2/3 aller Frauen in TZ keine Betreungspflichten haben, wird man sehen.",0,0,1,-1,-1,0,-1,-1,2,-1
3944,"Vü oarsch, vü Freid!?",2,0,0,-1,-1,0,-1,-1,2,-1
3945,"Die Lippen schön.
Hinter der Gasmaske.
Die Haare schön.
Unter dem Helm.",0,0,1,-1,-1,0,-1,-1,0,-1
3946,Die kinderlose Single wird Kinder bekommen.,0,0,0,-1,-1,0,-1,-1,0,-1
3947,"Wer kauft eine Ideologie, in der man sich ständig schlecht fühlt? Andauernd werden neue Opferrollen ausgegraben, Defizite bejammert und Forderungen gestellt, die nicht erfüllt werden. Wer also wissen möchte, wie man ein wenig lebenswertes Leben führt, der kommt zum Feminismus. Immerhin kann man ein paar lautstarke Heldinnen bewundern und sich gegenseitig in seinem Jammerdasein bestätigen.",3,3,2,-1,-1,2,-1,-1,2,-1
3948,"Da ist ihre Firma top

Meine aktuelle Firma hat absolut kein Sexismus Problem. Als Frau bin ich gleichwertig und werde auch vom Team (se) geschätzt

In der letzten firma gab mir ein Mitarbeiter direkt zu spüren dass ich nichts drauf habe weil ich weiblich bin. Der sah keine codezeile oder sonst was von mir und hat mich einfach abwertend kommentiert. Als er noch Abteilungsleiter wurde bin ich gegangen. 
Fun fact; würden sie de Männer in dieser Firma befragen würden sie auch sagen dass dort Sexismus kein thema ist.",0,0,0,-1,-1,0,-1,-1,0,-1
3949,"Die wahren Frauenfeinde sind die, die jede Frau als Opfer darstellen.",3,0,2,-1,-1,0,-1,-1,0,-1
3950,Und was dürfen die geschlechtsfluiden tragen?,0,0,0,-1,-1,0,-1,-1,0,-1
3951,"Ich sehe das etwas anders. Ich denke, dass Frau Glock nicht die ""Voraussetzungen"" dafür besitzt zu ermessen, dass sie ihr Leben weggeschmissen hat, was sehr gut ist, denn sonst hätte sie vermutlich schon üble Depressionen. Das Zusammenleben mit einem reichen, waffengeilen Greis ist sicher an viele Dinge geknüpft, die ich für kein Geld der Welt ertragen würde und die meisten Frauen wohl auch nicht. Mitleid brauche ich nicht, ich habe ein schönes Leben, das ich selbst gestalten kann.",2,2,0,-1,-1,0,-1,-1,0,-1
3952,"Ich glaube da liegen sie falsch wenn sie meinen es liege in der Verantwortung des Mannes nicht zu vergewaltigen, es ist ein Trugschluss !
Entweder sind die Männer krank, gefährlich oder berechnend, den nicht alle Männer machen das. Diesen Kranken die Verantwortung alleine zu übertragen wohl fatal ! Einzig, sie müssen sich Verantworten! Den Opfern ins Stammbuch geschrieben, es reicht leider nicht sich als Opfer zu fühlen oder hinzugeben. Sie müssen über ihr Leben auch Verantwortung übernehmen und sich weiterentwickeln wenn sie sehen das sie anfällig sind für Abhängigkeitsbeziehungen! Sonst werden sie demnächst wieder Opfer! Wer über die Straße geht muss einmal links und rechts schauen sonst kracht es ! Als Opfer hilft es einem nichts wenn der Täter im Gefängnis sitzt! Verantwortung für sein eigenes Leben übernehmen, so schwer es oft fällt, muß man ...",4,4,4,-1,-1,0,-1,-1,3,-1
3953,"Wenn angebot und nachfrage im bereich der pflege die höhe der entlohnung bestimmen dann müsste es schon längst 35 stunden wochen und höhere entlohnung geben. Dem ist aber nicht so. {USER} ist voll dabei mit der aussage, dass schlechte entlohnung den frauen folgt.",0,0,0,-1,-1,0,-1,-1,0,-1
3954,"Sie checken aber auch gar nicht, wie herablassend Frauen gegenüber Sie sich hier äußern?
Na danke dafür, dass die Situation der Frauen eh schon verbessert worden ist seit 1918. Schnell sind diese Verbesserungen aus Männergnaden aber nicht so wirklich erfolgt, wenn wir uns die Situation so anschauen, oder? Und so ganz gut ist sie ja auch immer noch nicht. Eher gar nicht gut. Sollen die Frauen jetzt die Gosch'n halten und den Herren der Schöpfung dankbar sein, dass zB gerade 85% der, aufgrund von Corona, Arbeitslosen Frauen sind?",0,0,0,-1,-1,0,-1,-1,0,-1
3955,"Wie kommt man zu einer Karriere?
Männer bilden Seilschaften, Frauen Feindschaften.",3,0,2,-1,-1,2,-1,-1,2,-1
3956,"Sinnerfassend Lesen wäre ja schon ein Anfang!! Bitte schreiben SIe taxativ auf, was Frau Gewessler UMGESETZT hat!! Nicht angekündigt!!",0,0,0,-1,-1,0,-1,-1,0,-1
3957,"Sie tun so, als wäre es vollkommen egal, ob die Frau nach der Karenz den Job verliert, nur beim Vater ist‘s ein Desaster.
Da Mütter es schwieriger am Arbeitsmarkt haben, müssten eigentlich sie es sein, die gar nicht erst in Karenz gehen.",0,0,0,-1,-1,0,-1,-1,0,-1
3958,"Dann ist ja gut.
Wobei ich den Gedanken an Verhütung jetzt nicht soo belastende finde, besonders in Relation zu den möglichen Folgen. Der Gedanke an diese Folgen würde mich weit mehr belasten.
Egal. Was aber interessant wäre: 
Welche Gedanken überlasten das Gehirn einer Kaiserin beim Sex?",2,0,1,-1,-1,0,-1,-1,0,-1
3959,"die sitzt mit ihren freundinnen vorm facebook
und die toben",1,0,0,-1,-1,0,-1,-1,0,-1
3960,"Ja, mir herzlich Wurscht, wie unbeliebt ich mich mit diesem Posting jetzt mache:
Aber warum bekommt man mit knapp 20 oder jünger ein Kind? Warum bekommt eine blutjunge Dame, anstatt nach der Schule mal erwachsen zu werden, eine Ausbildung zu machen, arbeiten zu gehen, selbstständig zu werden, lieber mit irgendeinem Dahergelaufenen - und sorry, jemand, der sich, wie gemäß Artikel, gleich nach Bekanntgabe der Schwangerschaft verpisst, hat es nicht verdient, anders bezeichnet zu werden - ein Kind? Warum ist es unmenschlich, sowas zu fragen? Ich find's eher kurzsichtig und nicht gerade von Empathie zeugend, in solche Verhältnisse ein Kind zu setzen. Ich fände es richtig, wenn {USER} mehr unter die Arme gegriffen wird, aber die Frage nach längerfristiger Planung darf hoffentlich gestellt werden. Schwanger werden kann jede.",2,2,0,-1,-1,0,-1,-1,2,-1
3961,"... mehr als die Hälfte der Frauen ist auch mit der Haarfarbe unzufrieden...
... und wechselt dauernd.
So ähnlich dürfte es bezüglich Aussehen auch mit den Brüsten aussehen...",3,0,2,-1,-1,1,-1,-1,3,-1
3962,"Das sind 3 voneinander komplett unabhängige Themen:

Benachteiligung von Frauen in verschiedensten Bereichen wie oben aufgeführt, Sie sind also dafür, diese Benachteiligung zu beenden?

Zivildienst: Wehrpflicht und Zivildienst gehören abgeschafft, Sie können sich ja dafür starkmachen.

Pensionsantrittsalter: wird gerade angeglichen. Warum man ausgleichen sollte dass Männer früher sterben ist mir allerdings nicht klar.",2,0,0,-1,-1,0,-1,-1,0,-1
3963,Kan Genierer hat die Frau,0,0,0,-1,-1,0,-1,-1,0,-1
3964,"Wie armselig, hier bei völlig unbekannten Personen mit „meine Mama ist aber viel cooler als Sie“-Argumenten anzufangen.

Wenn Sie einen Minderwertigkeitskomplex haben, dann sollten Sie sich diesem therapeutisch annähern. Vergleiche, wer hier mehr geleistet hat (von Menschen und Biografien, die großteils unbekannt sind), ist doch vollkommen daneben.",0,0,0,-1,-1,0,-1,-1,0,-1
3965,"Wen interessiert's?
Letztens hat mir jemand bei Lichess (Schach-App) geschrieben: ""I'll put my long ass dick right in your ass, that's how hard I'll fuck you this round""

Was hab' ich dann gemacht? Einfach gespielt, verloren & dann eine Revanche gefordert (die ich auch verloren habe, lol)
Danach kam noch ein ""I cumfucked you really hard this round, get rekt"". Oder so ähnlich. 

Ist halt klassischer Shittalk in kompetitiven Spielen. Wer das nicht mag, sollte sich entweder ein dickeres Fell anziehen und den Spieler muten/melden oder eben in seinem Safe-Space Animal Crossing o.Ä. spielen bzw. nur mit Freunden spielen.",2,1,2,-1,-1,0,-1,-1,2,-1
3966,"Nur Frauen haben eine Lobby. Politisch, medial, usw. Alleine die einseitigen Texte hier beweisen das.
Männer haben keine Lobby, und werden diskriminiert.",2,3,2,-1,-1,2,-1,-1,2,-1
3967,Und vielleicht hilft Ihnen in Ihren Gedanken der Kommentar von Hödlbernd weiter unten mit nicht wenig Zuspruch z.B. ein bisschen weiter...,0,0,0,-1,-1,0,-1,-1,0,-1
3968,"was ist daran polarisierend wenn man anmerkt dass viele streamerinnen bewusst auf die frauenkarte setzen, das aber widerum durchaus sexistisch sein kann?",2,0,1,-1,-1,0,-1,-1,2,-1
3969,Arbeiten Sie in der Pornoindustrie?,0,0,1,-1,-1,0,-1,-1,0,-1
3970,"1. Ja eh.
2. Kenne sie persönlich von verschiedenen Anlässen...",0,0,0,-1,-1,0,-1,-1,0,-1
3971,"Die Vorstellung der Feministinnen von Gleichstellung ist: 2 Drittel für Frauen, aber 2 Drittel davon zahlen die Männer.",3,2,2,-1,-1,2,-1,-1,4,-1
3972,"Ist das ein Argument? Wenn ja, wofür?
Ein einzelne Frau mit tausenden männlichen Followern...",0,0,0,-1,-1,0,-1,-1,0,-1
3973,"Meine fresse was geht hier ab, heutiges Thema im Standardforum: wir fragen Männer ob Frauen sexistisch angegriffen werden. Da kriechen sie alle aus ihren Löchern die Realitätsverweigerer.

Ich mit mir meinen 30 Jahren Gamer Erfahrung kann sagen das Frauen sich niemals aufgrund ihres Geschlechts beleidigt wurden. Weder in meinen Spielen noch in denen ich nicht dabei war. Aber eigentlich gibt es gar keine Frauen im Internet.

Also ich muss sagen das man fürs Internet eine Dicke haut braucht und wenn man es nicht erträgt sollte man es sein lassen.

Es gibt Frauen die auch ohne die Opferrolle auskommen, und außerdem so wie die sich manchmal anziehen müssen sich alle Frauen dieser Welt nicht wundern sexualisiert zu werden.

Standard/Forum/close",3,2,0,-1,-1,2,-1,-1,2,-1
3974,"Vom Brandstifter zum Feuerwehrmann - gilt auch für Frauen.
Eine Entwicklung, die nicht nur für SPÖ-Politikerinnen typisch ist.",2,0,0,-1,-1,0,-1,-1,1,-1
3975,"Wie vielen Partnerinnen ich schon gesagt habe, dass ihre Brüste perfekt sind, so wie sie sind! Aber leider, das Selbstbild ist ein Hund. 
Mann steht auf das was die Natur gibt, ob klein oder groß, fest oder weich, alles hat seine Reize. Leider will Frau hier nicht auf Mann hören! 

Das gleiche gilt übrigens für Lippen. So viele schöne Gesichter die zu Schlauchbooten verunstaltet werden - echt traurig!",1,0,2,-1,-1,0,-1,-1,0,-1
3976,"Dann führ doch bitte einmal aus, worin die Relevanz von der Frasl wirklich besteht? Nur ""Frau"" ist halt auch nicht genug.",2,2,0,-1,-1,1,-1,-1,2,-1
3977,"Niemand interessiert sich wahrlich
Für den arsch der karlich",3,2,2,-1,-1,0,-1,-1,2,-1
3978,"Frauen sollen? Frauen wollen Männern gefallen.
Und Gott hat uns Männer mit diesem an sich irrationalen Reflex ausgestattet, vorbeugend bestraft, beschenkt und uns gesagt: ""seht zu wie ihr damit zurecht kommt."" Und wenn Frauen diesen Reflex bedienen, hat Gott das auch so gewollt. Seitdem ziehen uns die Frauen am geeigneten Körperteil dahin wo sie uns haben wollen. Es weis ja kaum noch jemand, das ganze Konzept dient der Arterhaltung! Wir Männer sind die Opfer!",3,2,4,-1,-1,0,-1,-1,3,-1
3979,Kann ich bitte die Mindestsicherung haben auch wenn ich keinen Flüchtling aus Afghanistan der meinem sexstraftaeter {USER} ähnlich sieht bei mir aufnehmen will?,0,0,0,-1,-1,0,-1,-1,0,-1
3980,"Der alte Glock und der alte Lugner sind zwei verschiedene Kaliber.
Oide geile Böcke sinds. 
Und süße Story die sie sich da einfallen lassen haben.",3,0,1,-1,-1,0,-1,-1,0,-1
3981,"Das sagt sich davor so leicht, tatsächlich ist das für den Mann mit einem Neugeborenen die totale Hölle denn das Kind will die Mutter und lässt sich nicht beruhigen. Es traut sich halt niemand darüber zu reden, dass man das Kind am liebsten beim Fenster hinausgeworfen hätte und gaukelt der Außenwelt die Idylle vor.",0,0,2,-1,-1,0,-1,-1,0,-1
3982,"Bsoffenes Post !
Sie glauben wirklich, daß die Dame in den USA und / oder in der Schweiz einen Versorgungsposten bekommen würde - so blöd kann doch keiner sein.",0,0,0,-1,-1,0,-1,-1,0,-1
3983,"Warum wird um das nur so ein Hype gemacht ? Brüste bestehen aus Fettgewebe mit eingelagerten Milchgängen, die in die Brustwarzen enden. Sie sind zum säugen der Babys bestimmt. Das sich Männer zurück an die Brust der „Mutter“ wünschen, weil man sich dort satt, zufrieden und glücklich fühlt kann man nachvollziehen. Freud hätte seine Freud. Aber wieso große Brüste wünschen ? Rückenprobleme sind vorprogrammiert. Im Alter hängen sie und sind lästig. Um sich einen Mann zu angeln, weil diese ja augentierchen sind und dass nun mal hervorstechende Merkmale sind ? Das degradiert uns Frauen zu Sexobjekten. Hat Frau nicht mehr zu bieten ? Ah ja, den Po vielleicht ?!",0,0,1,-1,-1,0,-1,-1,0,-1
3984,ich wart jetzt nur noch dass die Mädels die Ende der 60er mit Led Zeppelin durch die Lande zogen sich melden werden...diese Chorknabentruppe war ja kein Kostverächter...,1,0,0,-1,-1,0,-1,-1,0,-1
3985,"1) ""Doch bei diesen Debatten geht es gar nicht um das Kopftuch an und für sich, sondern es liegen ganz andere Interessen dahinter.""
und welche sollen das sein?

tja, da müsste man halt über patriarchat, sexismus, body politics, strukturelle gewalt etc sprechen...

2) aber eh:  ""den Akteur*innen geht es ja nicht [...] darum, Mädchen zu schützen""

klassisches framing der gegnerInnen als böse. natürlich ohne jeden beleg.

3) ""Machen mehr Frauen einen Unterschied in der Politik? Setzt sich eine höhere Frauenquote in bessere, gleichstellungsorientierte, umweltverträglichere, gewaltfreie etc. Politik um? Diese Transformation ist nicht erfolgt.""

frauen sind halt nicht die besseren menschen.

4) profitip: kopftücher sind NICHT teil des körpers. sondern ausdruck von bodypolitics, patriarchat, etc.",0,0,0,-1,-1,0,-1,-1,0,-1
3986,"Wobei die Community stark vom Spiel und Spieltyp abhängig ist. Da kann man wirklich nicht alle in einen Topf schmeißen. Und ja, Frauen sind leider sehr leicht für Spiele zu interessieren, welche am Massenmarkt angesagt sind.",1,0,2,-1,-1,0,-1,-1,1,-1
3987,"Da muss man gratulieren.
Egal ob sie mir sympathisch war oder nicht. Von derartigem Werdegang können Blaue aber auch Schwarze nicht mal träumen geschweige denn zu machen",0,0,0,-1,-1,0,-1,-1,0,-1
